"No.","Time","Source","Destination","Protocol","Length","Info"
"14","16:27:49.761548000","127.0.0.1","127.0.0.1","TCP","98","5681  >  58548 [PSH, ACK] Seq=1 Ack=33 Win=22 Len=32 TSval=3312702578 TSecr=3312702578"
"15","16:27:49.908027000","127.0.0.1","127.0.0.1","TCP","103","58550  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=37 TSval=3312702724 TSecr=3312702724"
"16","16:27:49.908192000","127.0.0.1","127.0.0.1","TCP","103","5681  >  58550 [PSH, ACK] Seq=1 Ack=38 Win=22 Len=37 TSval=3312702724 TSecr=3312702724"
"17","16:27:50.157664000","127.0.0.1","127.0.0.1","TCP","108","58552  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=42 TSval=3312702974 TSecr=3312702974"
"18","16:27:50.157840000","127.0.0.1","127.0.0.1","TCP","108","5681  >  58552 [PSH, ACK] Seq=1 Ack=43 Win=22 Len=42 TSval=3312702974 TSecr=3312702974"
"19","16:27:50.327266000","127.0.0.1","127.0.0.1","TCP","113","58554  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=47 TSval=3312703144 TSecr=3312703143"
"20","16:27:50.327614000","127.0.0.1","127.0.0.1","TCP","113","5681  >  58554 [PSH, ACK] Seq=1 Ack=48 Win=22 Len=47 TSval=3312703144 TSecr=3312703144"
"21","16:27:50.430828000","127.0.0.1","127.0.0.1","TCP","118","58556  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=52 TSval=3312703247 TSecr=3312703247"
"22","16:27:50.431281000","127.0.0.1","127.0.0.1","TCP","118","5681  >  58556 [PSH, ACK] Seq=1 Ack=53 Win=22 Len=52 TSval=3312703248 TSecr=3312703247"
"23","16:27:50.726434000","127.0.0.1","127.0.0.1","TCP","123","58558  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=57 TSval=3312703543 TSecr=3312703543"
"24","16:27:50.726633000","127.0.0.1","127.0.0.1","TCP","123","5681  >  58558 [PSH, ACK] Seq=1 Ack=58 Win=22 Len=57 TSval=3312703543 TSecr=3312703543"
"25","16:27:50.864227000","127.0.0.1","127.0.0.1","TCP","128","58560  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=62 TSval=3312703681 TSecr=3312703680"
"26","16:27:50.864392000","127.0.0.1","127.0.0.1","TCP","128","5681  >  58560 [PSH, ACK] Seq=1 Ack=63 Win=22 Len=62 TSval=3312703681 TSecr=3312703681"
"27","16:27:51.005741000","127.0.0.1","127.0.0.1","TCP","133","58562  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=67 TSval=3312703822 TSecr=3312703822"
"28","16:27:51.005954000","127.0.0.1","127.0.0.1","TCP","133","5681  >  58562 [PSH, ACK] Seq=1 Ack=68 Win=22 Len=67 TSval=3312703822 TSecr=3312703822"
"29","16:27:51.121934000","127.0.0.1","127.0.0.1","TCP","138","58564  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=72 TSval=3312703938 TSecr=3312703938"
"30","16:27:51.122163000","127.0.0.1","127.0.0.1","TCP","138","5681  >  58564 [PSH, ACK] Seq=1 Ack=73 Win=22 Len=72 TSval=3312703938 TSecr=3312703938"
"31","16:27:51.315254000","127.0.0.1","127.0.0.1","TCP","143","58566  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=77 TSval=3312704132 TSecr=3312704131"
"32","16:27:51.315385000","127.0.0.1","127.0.0.1","TCP","143","5681  >  58566 [PSH, ACK] Seq=1 Ack=78 Win=22 Len=77 TSval=3312704132 TSecr=3312704132"
"33","16:27:51.457726000","127.0.0.1","127.0.0.1","TCP","148","58568  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=82 TSval=3312704274 TSecr=3312704274"
"34","16:27:51.457916000","127.0.0.1","127.0.0.1","TCP","148","5681  >  58568 [PSH, ACK] Seq=1 Ack=83 Win=22 Len=82 TSval=3312704274 TSecr=3312704274"
"35","16:27:51.561153000","127.0.0.1","127.0.0.1","TCP","153","58570  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=87 TSval=3312704377 TSecr=3312704377"
"36","16:27:51.561383000","127.0.0.1","127.0.0.1","TCP","153","5681  >  58570 [PSH, ACK] Seq=1 Ack=88 Win=22 Len=87 TSval=3312704378 TSecr=3312704377"
"37","16:27:51.715634000","127.0.0.1","127.0.0.1","TCP","158","58572  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=92 TSval=3312704532 TSecr=3312704532"
"38","16:27:51.715822000","127.0.0.1","127.0.0.1","TCP","158","5681  >  58572 [PSH, ACK] Seq=1 Ack=93 Win=22 Len=92 TSval=3312704532 TSecr=3312704532"
"39","16:27:51.822444000","127.0.0.1","127.0.0.1","TCP","163","58574  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=97 TSval=3312704639 TSecr=3312704638"
"40","16:27:51.823123000","127.0.0.1","127.0.0.1","TCP","163","5681  >  58574 [PSH, ACK] Seq=1 Ack=98 Win=22 Len=97 TSval=3312704639 TSecr=3312704639"
"41","16:27:52.056092000","127.0.0.1","127.0.0.1","TCP","168","58576  >  5681 [PSH, ACK] Seq=1 Ack=1 Win=22 Len=102 TSval=3312704872 TSecr=3312704872"
"42","16:27:52.056285000","127.0.0.1","127.0.0.1","TCP","168","5681  >  58576 [PSH, ACK] Seq=1 Ack=103 Win=22 Len=102 TSval=3312704873 TSecr=3312704872"
